% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.773964217e+03 +1.803934217e+03 +1.803934217e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.759529643e+03 +1.789499643e+03 +1.789499643e+03 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +1.737308568e+03 +1.767278568e+03 +1.767278568e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
23 0 +1.540545025e+03 +1.570515025e+03 +1.570515025e+03 +7.4934e-02 -1.2034e-01 -5.2468e-01 -5.8070e-02 +1.9029e-01 +1.2339e-01 -2.5260e-01 -4.1666e-01 -1.4119e-01 -6.4802e-02 +5.7389e-02 -2.3715e-01 +2.1618e-01 +1.3147e+00 -4.8166e-02 +8.9580e-02 -3.3802e-01 -1.7328e-01 +1.5236e-01 -7.1336e-02
24 0 +1.020567043e+03 +1.050537043e+03 +1.050537043e+03 +3.8136e-01 -6.1246e-01 -2.6702e+00 -2.9553e-01 +9.6843e-01 +6.2798e-01 -1.2856e+00 -2.1205e+00 -7.1857e-01 -3.2980e-01 +2.9207e-01 -1.2069e+00 +1.1002e+00 +2.2814e+00 -2.4513e-01 +4.5589e-01 -1.7203e+00 -8.8188e-01 +7.7541e-01 -3.6305e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.171000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.449644894e+03 +2.397934894e+03 +2.397934894e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +2.386328229e+03 +2.334618229e+03 +2.334618229e+03 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
23 0 +2.144565760e+03 +2.092855760e+03 +2.092855760e+03 +2.7940e-01 +7.9216e-02 -1.5810e-01 -3.9577e-01 +1.4078e-01 +1.1422e-01 -3.7473e-01 +1.5743e-01 -4.0148e-01 -3.9184e-02 +1.3733e+00 +1.7673e-02 -1.0753e-01 -1.9036e-01 -8.9318e-02 +8.6868e-02 -2.1580e-01 +1.3107e-01 +1.1523e-01 +3.0536e-01
24 0 +1.393095879e+03 +1.341385879e+03 +1.341385879e+03 +1.4051e+00 +3.9837e-01 -7.9508e-01 -1.9903e+00 +7.0798e-01 +5.7439e-01 -1.8845e+00 +7.9169e-01 -2.0190e+00 -1.9705e-01 +2.7979e+00 +8.8876e-02 -5.4074e-01 -9.5730e-01 -4.4917e-01 +4.3685e-01 -1.0852e+00 +6.5915e-01 +5.7947e-01 +1.5356e+00
