% f evaluations | g evaluations | best noise-free fitness - Fopt (7.627000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.557434152e+05 +1.558196852e+05 +1.558196852e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.557162585e+05 +1.557925285e+05 +1.557925285e+05 +0.0000e+00 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
33 0 +1.548795254e+05 +1.549557954e+05 +1.549557954e+05 -2.6866e-04 +7.8530e-04 -4.9052e-04 +1.2917e-04 -1.0078e-03 -1.8414e-05 +4.2947e-04 -3.8435e-05 +5.3622e-04 -2.0375e-04
62 0 +1.510729613e+05 +1.511492313e+05 +1.511492313e+05 -2.7582e-03 +5.2557e-03 -1.8541e-03 +3.5984e-04 -7.0042e-03 -4.0006e-04 +9.6787e-04 +1.2947e-03 +2.9128e-03 -8.6488e-04
76 0 +1.478304376e+05 +1.479067076e+05 +1.479067076e+05 -4.9255e-03 +8.6723e-03 -3.5763e-03 +9.5675e-05 -1.2148e-02 -7.3119e-04 +1.9514e-03 +2.8451e-03 +5.3686e-03 -1.7429e-03
82 0 +1.437618721e+05 +1.438381421e+05 +1.438381421e+05 -7.4477e-03 +1.3317e-02 -4.9238e-03 +3.6227e-04 -2.0752e-02 -8.3322e-04 +2.6322e-03 +4.9300e-03 +8.3779e-03 -2.1723e-03
87 0 +1.410541333e+05 +1.411304033e+05 +1.411304033e+05 -9.7014e-03 +1.6370e-02 -7.6084e-03 +2.2182e-04 -2.4434e-02 -1.3084e-03 +4.5539e-03 +5.7595e-03 +1.1240e-02 -3.5069e-03
94 0 +1.378332493e+05 +1.379095193e+05 +1.379095193e+05 -1.2194e-02 +2.1372e-02 -8.6023e-03 +2.9946e-04 -3.2572e-02 -1.5506e-03 +4.7720e-03 +7.8776e-03 +1.4004e-02 -3.9315e-03
95 0 +1.342593275e+05 +1.343355975e+05 +1.343355975e+05 -1.4966e-02 +2.6649e-02 -1.0606e-02 +3.5080e-04 -4.1378e-02 -1.8878e-03 +5.8396e-03 +9.9897e-03 +1.7628e-02 -4.7500e-03
100 0 +1.290116709e+05 +1.290879409e+05 +1.290879409e+05 -2.2115e-02 +3.5370e-02 -1.6061e-02 +3.6318e-04 -5.1671e-02 -2.6729e-03 +9.5240e-03 +1.2966e-02 +2.4029e-02 -7.7689e-03
105 0 +1.237060901e+05 +1.237823601e+05 +1.237823601e+05 -2.5695e-02 +4.3099e-02 -1.8996e-02 +1.7068e-04 -6.7323e-02 -3.0296e-03 +1.0559e-02 +1.7281e-02 +2.9805e-02 -8.6171e-03
109 0 +1.222029142e+05 +1.222791842e+05 +1.222791842e+05 -2.7482e-02 +4.6233e-02 -2.0192e-02 +7.9498e-04 -7.0496e-02 -3.1480e-03 +1.1118e-02 +1.7571e-02 +3.1409e-02 -9.3036e-03
110 0 +1.145016288e+05 +1.145778988e+05 +1.145778988e+05 -3.3965e-02 +5.7612e-02 -2.5388e-02 +1.0591e-03 -8.7723e-02 -3.9592e-03 +1.3714e-02 +2.1828e-02 +3.9281e-02 -1.1726e-02
115 0 +1.001401785e+05 +1.002164485e+05 +1.002164485e+05 -4.5311e-02 +7.4647e-02 -3.2792e-02 +3.3911e-04 -1.1365e-01 -5.3118e-03 +1.8856e-02 +2.8993e-02 +5.0754e-02 -1.5276e-02
119 0 +9.850893034e+04 +9.858520034e+04 +9.858520034e+04 -4.5445e-02 +7.5848e-02 -3.4082e-02 +2.8185e-04 -1.1618e-01 -5.2961e-03 +1.8788e-02 +2.9902e-02 +5.2442e-02 -1.5708e-02
120 0 +8.092046473e+04 +8.099673473e+04 +8.099673473e+04 -5.5566e-02 +9.3105e-02 -4.2254e-02 -2.4261e-05 -1.4243e-01 -6.5355e-03 +2.2965e-02 +3.7001e-02 +6.4613e-02 -1.9501e-02
124 0 +7.673447606e+04 +7.681074606e+04 +7.681074606e+04 -5.7184e-02 +9.7106e-02 -4.3055e-02 +4.5387e-04 -1.4979e-01 -6.9745e-03 +2.3773e-02 +3.8033e-02 +6.7133e-02 -1.9888e-02
125 0 +5.748581068e+04 +5.756208068e+04 +5.756208068e+04 -6.8830e-02 +1.1848e-01 -5.2278e-02 +2.7064e-04 -1.8359e-01 -8.6638e-03 +2.8657e-02 +4.6555e-02 +8.2017e-02 -2.4129e-02
129 0 +4.024160205e+04 +4.031787205e+04 +4.031787205e+04 -8.7420e-02 +1.4737e-01 -6.4406e-02 +8.2136e-04 -2.2696e-01 -1.0233e-02 +3.4746e-02 +5.8611e-02 +1.0079e-01 -2.9685e-02
132 0 +3.811251864e+04 +3.818878864e+04 +3.818878864e+04 -8.8636e-02 +1.4986e-01 -6.7751e-02 +5.8164e-04 -2.3049e-01 -1.0646e-02 +3.6626e-02 +5.9208e-02 +1.0431e-01 -3.1280e-02
133 0 +1.692900899e+04 +1.700527899e+04 +1.700527899e+04 -1.1030e-01 +1.8747e-01 -8.5231e-02 +7.0290e-04 -2.8891e-01 -1.3312e-02 +4.5511e-02 +7.4316e-02 +1.3109e-01 -3.9282e-02
137 0 +1.470377809e+04 +1.478004809e+04 +1.478004809e+04 -1.1663e-01 +1.9795e-01 -8.8135e-02 +5.7730e-04 -3.0528e-01 -1.4335e-02 +4.8264e-02 +7.8167e-02 +1.3685e-01 -4.0729e-02
138 0 +1.664930691e+03 +1.741200691e+03 +1.741200691e+03 -1.4716e-01 +2.5037e-01 -1.1108e-01 +8.7808e-04 -3.8670e-01 -1.8235e-02 +6.0913e-02 +9.8751e-02 +1.7298e-01 -5.1343e-02
142 0 +1.495893295e+03 +1.572163295e+03 +1.572163295e+03 -1.4647e-01 +2.5100e-01 -1.1143e-01 +3.6458e-04 -3.8915e-01 -1.7670e-02 +5.9465e-02 +1.0028e-01 +1.7379e-01 -5.1141e-02
144 0 +4.051733925e+02 +4.814433925e+02 +4.814433925e+02 -1.5483e-01 +2.6448e-01 -1.1777e-01 +5.7703e-04 -4.0924e-01 -1.9074e-02 +6.3152e-02 +1.0572e-01 +1.8332e-01 -5.4243e-02
146 0 +5.601923930e+01 +1.322892393e+02 +1.322892393e+02 -1.6361e-01 +2.7985e-01 -1.2651e-01 -1.5130e-04 -4.3188e-01 -2.0424e-02 +6.8271e-02 +1.1121e-01 +1.9514e-01 -5.8476e-02
208 0 +4.279794298e+01 +1.190679430e+02 +1.190679430e+02 -1.6104e-01 +2.7532e-01 -1.2298e-01 +4.1582e-04 -4.2543e-01 -1.9871e-02 +6.6023e-02 +1.0962e-01 +1.9098e-01 -5.6732e-02
