% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.287602554e+01 -9.171239745e+02 -9.171239745e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +8.286282223e+01 -9.171371778e+02 -9.171371778e+02 +0.0000e+00 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.367961493e+01 +1.083679615e+03 +1.083679615e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +8.358299376e+01 +1.083582994e+03 +1.083582994e+03 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
23 0 +8.308438126e+01 +1.083084381e+03 +1.083084381e+03 -3.0647e-03 +3.0521e-02 +2.3888e-03 +7.5277e-03 +1.1668e-02 +3.5929e-02 -8.2520e-03 -7.8912e-03 -1.6188e-02 -1.1558e-02 -5.6790e-03 -7.4282e-03 -2.5637e-03 -4.1473e-03 -1.1639e-02 +4.3896e-03 +4.1513e-03 +1.8021e-01 -6.1527e-03 +1.7012e-02
25 0 +7.352282567e+01 +1.073522826e+03 +1.073522826e+03 -5.6401e-02 +5.6169e-01 +4.3963e-02 +1.3854e-01 +2.1473e-01 +6.6122e-01 -1.5187e-01 -1.4523e-01 -2.9792e-01 -2.1270e-01 -1.0452e-01 -1.3671e-01 -4.7181e-02 -7.6326e-02 -2.1420e-01 +8.0785e-02 +7.6399e-02 +1.8876e+00 -1.1323e-01 +3.1308e-01
28 0 +7.187767191e+01 +1.071877672e+03 +1.071877672e+03 -1.2240e-01 +1.2189e+00 +9.5405e-02 +3.0065e-01 +4.6600e-01 +2.0360e+00 -3.2957e-01 -3.1516e-01 -6.4653e-01 -4.6160e-01 -2.2681e-01 -2.9667e-01 -1.0239e-01 -1.6564e-01 -4.6485e-01 +1.7531e-01 +1.6580e-01 +4.5884e+00 -2.4573e-01 +6.7943e-01
33 0 +6.955941037e+01 +1.069559410e+03 +1.069559410e+03 -1.2343e-01 +1.2574e+00 +9.6211e-02 +3.0318e-01 +4.6993e-01 +1.9804e+00 -3.3235e-01 -3.1782e-01 -6.6448e-01 -4.6549e-01 -2.2873e-01 -2.9918e-01 -1.0325e-01 -1.6703e-01 -4.8052e-01 +1.7679e-01 +1.6720e-01 +4.7652e+00 -2.4780e-01 -2.7267e-01
35 0 +6.892226496e+01 +1.068922265e+03 +1.068922265e+03 -1.2379e-01 +1.2706e+00 +9.6488e-02 +3.0406e-01 +4.7129e-01 +1.9613e+00 -1.0119e-01 -3.1874e-01 -6.7066e-01 -1.4576e-01 -2.2939e-01 -3.0004e-01 -1.0355e-01 -1.6752e-01 -4.8735e-01 +1.7730e-01 +1.6768e-01 +4.8260e+00 -2.4852e-01 -2.7039e-01
