% f evaluations | g evaluations | best noise-free fitness - Fopt (7.627000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.445689776e+06 +5.445766046e+06 +5.445766046e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +3.386565173e+06 +3.386641443e+06 +3.386641443e+06 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +1.710633199e+06 +1.710709469e+06 +1.710709469e+06 -1.0400e-01 -5.5173e-01 +1.3240e+00 -3.2809e-01 -7.1328e-02
9 0 +5.286544423e+05 +5.287307123e+05 +5.287307123e+05 -1.6727e-01 -8.8739e-01 +1.3975e+00 -5.2769e-01 -1.1472e-01
10 0 +4.823053564e+05 +4.823816264e+05 +4.823816264e+05 -1.8732e-01 -9.9373e-01 +1.4093e+00 -5.9093e-01 -1.2847e-01
11 0 +4.675342969e+05 +4.676105669e+05 +4.676105669e+05 -2.0407e-01 -9.5892e-01 +1.4976e+00 -6.4375e-01 -1.3995e-01
13 0 +4.501680035e+05 +4.502442735e+05 +4.502442735e+05 -1.8727e-01 -9.9285e-01 +1.5468e+00 -5.9179e-01 -1.4634e-01
15 0 +2.989263515e+05 +2.990026215e+05 +2.990026215e+05 -1.9000e-01 -1.0727e+00 +1.6014e+00 -6.1700e-01 -1.4746e-01
16 0 +1.544215069e+05 +1.544977769e+05 +1.544977769e+05 -1.6204e-01 -1.2012e+00 +1.7471e+00 -5.4205e-01 -4.0554e-02
17 0 +9.883484279e+04 +9.891111279e+04 +9.891111279e+04 -1.4514e-01 -1.3190e+00 +1.8651e+00 -5.0451e-01 +2.8118e-02
18 0 +4.099266133e+04 +4.106893133e+04 +4.106893133e+04 -1.3514e-01 -1.4228e+00 +1.9604e+00 -4.8895e-01 +7.2174e-02
19 0 +2.082378555e+04 +2.090005555e+04 +2.090005555e+04 -1.3140e-01 -1.4713e+00 +2.0031e+00 -4.8499e-01 +8.9618e-02
20 0 +1.492571125e+04 +1.500198125e+04 +1.500198125e+04 -1.2964e-01 -1.4973e+00 +2.0257e+00 -4.8375e-01 +9.8157e-02
25 0 +1.379300670e+04 +1.386927670e+04 +1.386927670e+04 -1.3086e-01 -1.5066e+00 +2.0280e+00 -4.8768e-01 +1.0305e-01
26 0 +1.216477253e+04 +1.224104253e+04 +1.224104253e+04 -1.3208e-01 -1.5148e+00 +2.0306e+00 -4.9243e-01 +1.0205e-01
27 0 +3.702488312e+03 +3.778758312e+03 +3.778758312e+03 -1.3584e-01 -1.5485e+00 +2.0446e+00 -5.0839e-01 +9.9953e-02
28 0 +1.945601488e+03 +2.021871488e+03 +2.021871488e+03 -1.3697e-01 -1.5653e+00 +2.0535e+00 -5.1422e-01 +1.0013e-01
29 0 +9.279217857e+02 +1.004191786e+03 +1.004191786e+03 -1.3787e-01 -1.5757e+00 +2.0585e+00 -5.1843e-01 +9.9916e-02
30 0 +7.031465928e+02 +7.794165928e+02 +7.794165928e+02 -1.3841e-01 -1.5813e+00 +2.0611e+00 -5.2083e-01 +9.9708e-02
31 0 +3.526460242e+02 +4.289160242e+02 +4.289160242e+02 -1.3889e-01 -1.5859e+00 +2.0630e+00 -5.2290e-01 +9.9475e-02
32 0 +3.100934697e+02 +3.863634697e+02 +3.863634697e+02 -1.4117e-01 -1.5859e+00 +2.0560e+00 -5.2918e-01 +9.4765e-02
33 0 +3.057374719e+02 +3.820074719e+02 +3.820074719e+02 -1.4186e-01 -1.5804e+00 +2.0614e+00 -5.3631e-01 +9.6643e-02
34 0 +2.423228198e+02 +3.185928198e+02 +3.185928198e+02 -1.4210e-01 -1.5827e+00 +2.0624e+00 -5.3736e-01 +9.6523e-02
37 0 +2.060134925e+02 +2.822834925e+02 +2.822834925e+02 -1.4389e-01 -1.5840e+00 +2.0623e+00 -5.3798e-01 +9.7681e-02
38 0 +7.603860584e+01 +1.523086058e+02 +1.523086058e+02 -1.4463e-01 -1.5890e+00 +2.0639e+00 -5.4085e-01 +9.7223e-02
39 0 +1.916974161e+01 +9.543974161e+01 +9.543974161e+01 -1.4661e-01 -1.5946e+00 +2.0655e+00 -5.4399e-01 +9.7188e-02
41 0 +1.897804069e+01 +9.524804069e+01 +9.524804069e+01 -1.4990e-01 -1.5954e+00 +2.0636e+00 -5.4597e-01 +9.7182e-02
137 0 +1.862043053e+01 +9.489043053e+01 +9.489043053e+01 -1.5054e-01 -1.5952e+00 +2.0632e+00 -5.4525e-01 +9.6718e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.255000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.352302546e+06 +2.352279996e+06 +2.352279996e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +4.326407907e+05 +4.326182407e+05 +4.326182407e+05 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +2.961962305e+05 +2.961736805e+05 +2.961736805e+05 +1.0946e+00 +7.6488e-03 +7.0026e-02 +3.0199e-02 -8.0597e-02
9 0 +2.779417681e+05 +2.779192181e+05 +2.779192181e+05 +1.1500e+00 +1.2128e-02 +1.1104e-01 +4.7885e-02 -2.1746e-02
10 0 +2.498807918e+05 +2.498582418e+05 +2.498582418e+05 +1.2227e+00 +1.8009e-02 +5.0607e-02 +7.1102e-02 -4.3772e-02
