% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.124201902e+02 +4.503301902e+02 +4.503301902e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +9.124103957e+02 +4.503203957e+02 +4.503203957e+02 +0.0000e+00 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
76 0 +9.119395228e+02 +4.498495228e+02 +4.498495228e+02 -4.3420e-04 +2.1661e-04 +1.2232e-04 -8.7241e-05 -1.6867e-04 -1.2758e-04 -8.7796e-05 +2.2380e-04 +1.3562e-04 -3.7098e-04 -1.6427e-04 +4.0848e-04 -1.6046e-04 -1.1148e-03 +1.8927e-04 +3.2074e-04 +2.8103e-04 +2.7533e-04 +2.9735e-04 +3.2231e-04
470 0 +8.911753152e+02 +4.290853152e+02 +4.290853152e+02 -3.8221e-02 +1.8123e-02 -3.5781e-03 +8.0170e-03 -1.0234e-02 -2.4969e-02 -9.5070e-03 +3.8965e-02 +2.4247e-03 -2.3369e-02 -1.3721e-02 +3.7926e-02 -1.0231e-03 -9.2688e-02 +8.2302e-03 +2.2894e-02 +5.2409e-03 +2.3110e-02 +2.1307e-02 +2.3726e-02
753 0 +8.702597645e+02 +4.081697645e+02 +4.081697645e+02 -9.3576e-02 -1.8316e-02 +4.4970e-02 -5.8075e-02 +7.4082e-02 -6.2209e-02 +5.3868e-02 -1.4491e-02 +1.7431e-02 +1.0457e-01 +7.5650e-03 +3.0315e-02 -1.0319e-01 -1.2303e-01 +2.1370e-02 +1.1818e-02 +6.4432e-02 +5.1797e-02 +1.3283e-02 +2.1406e-02
2367 0 +8.508409597e+02 +3.887509597e+02 +3.887509597e+02 -2.0752e-01 +1.4786e-02 +1.5174e-01 -1.4580e-01 +1.3017e-01 -1.1022e-01 +9.3973e-02 -8.4855e-02 +5.1135e-02 +3.2596e-02 -2.6291e-05 +4.3423e-02 -1.3898e-01 -1.3765e-01 +8.1373e-02 +1.0287e-02 +1.2915e-01 +7.7140e-02 +4.0204e-02 -1.3084e-02
3518 0 +8.316309889e+02 +3.695409889e+02 +3.695409889e+02 -3.7017e-01 +1.8313e-01 +1.6961e-01 -1.6619e-01 +5.2385e-02 -9.6658e-03 +2.2673e-03 -4.7116e-02 +3.5847e-03 +4.0556e-02 -1.3874e-02 +3.3397e-02 -6.5477e-02 -1.2528e-01 +1.0153e-01 +2.0458e-02 +1.0360e-01 +5.5915e-02 +3.6042e-02 -3.0935e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.766000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.473743362e+02 +1.025034336e+03 +1.025034336e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +9.473614934e+02 +1.025021493e+03 +1.025021493e+03 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
252 0 +9.319180193e+02 +1.009578019e+03 +1.009578019e+03 +6.2957e-03 -3.4919e-02 -7.5271e-03 -2.7123e-03 -1.9453e-03 +1.0548e-02 -2.3998e-03 -2.2886e-04 +1.3858e-03 -1.3510e-03 +2.4805e-02 +7.0606e-03 -3.5111e-03 +8.1052e-03 -1.6130e-04 -3.3515e-02 +4.0100e-03 +3.8128e-03 +3.7926e-03 +2.2894e-02
509 0 +9.119403719e+02 +9.896003719e+02 +9.896003719e+02 +6.9125e-03 -1.1889e-01 -1.6632e-02 -9.3230e-03 -3.9151e-03 +3.1085e-02 -1.1074e-02 +2.7366e-03 +1.6399e-02 -5.3335e-03 +7.3632e-02 +2.1964e-02 -1.2207e-02 +1.3983e-02 +3.9537e-03 -7.8601e-02 +1.3986e-02 +2.0619e-02 +1.1532e-02 +5.0356e-02
581 0 +8.874732861e+02 +9.651332861e+02 +9.651332861e+02 -3.0437e-02 -2.3641e-01 -1.3680e-02 -2.0446e-02 -3.7772e-03 +5.2534e-02 -3.0551e-02 +1.6836e-02 +6.1146e-02 -1.3470e-02 +1.1621e-01 +4.5982e-02 -3.2112e-02 -2.8253e-03 +1.5854e-02 -7.5974e-02 +3.1704e-02 +6.2120e-02 +2.0779e-02 +5.0511e-02
729 0 +8.709399962e+02 +9.485999962e+02 +9.485999962e+02 -9.4683e-02 -4.5940e-01 -7.2331e-03 -4.0494e-02 -4.2967e-03 +9.3349e-02 -6.6770e-02 +4.2970e-02 +1.4405e-01 -2.7512e-02 +2.0073e-01 +8.9768e-02 -6.8368e-02 -3.1287e-02 +3.8372e-02 -7.3776e-02 +6.5005e-02 +1.3999e-01 +3.8347e-02 +4.2567e-02
1108 0 +8.495919153e+02 +9.272519153e+02 +9.272519153e+02 -2.4603e-02 -5.1401e-01 +4.5360e-02 +3.6834e-02 +3.5393e-02 +5.5204e-02 -2.9738e-02 +6.8957e-03 +1.6983e-01 -4.3059e-02 +2.5955e-01 +1.2639e-01 -1.0524e-01 -2.9003e-01 +1.3477e-01 -6.8801e-02 +1.1524e-02 +1.2521e-01 +2.6352e-02 +3.8153e-02
1647 0 +8.312005457e+02 +9.088605457e+02 +9.088605457e+02 +1.9784e-01 -6.7377e-01 +8.0686e-02 +6.1360e-02 +7.3648e-02 -7.6235e-03 -6.7875e-03 +1.9413e-02 +2.3823e-01 -7.1579e-02 +2.6278e-01 +1.5378e-01 -8.8117e-02 -3.5910e-01 +1.8703e-01 -1.3079e-01 -6.2677e-02 +9.5660e-02 -1.1110e-02 +3.7417e-02
