% f evaluations | g evaluations | best noise-free fitness - Fopt (4.078000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.454477296e+01 +7.532477296e+01 +7.532477296e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +3.294130838e+01 +7.372130838e+01 +7.372130838e+01 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +2.981520777e+01 +7.059520777e+01 +7.059520777e+01 -6.5124e-02 +1.4561e-01 +1.6659e-02 -5.6613e-02 +1.4004e-02
9 0 +2.051723708e+01 +6.129723708e+01 +6.129723708e+01 -3.3432e-01 +3.0269e-01 +8.5520e-02 -2.9063e-01 +7.1891e-02
10 0 +4.521868127e+00 +4.530186813e+01 +4.530186813e+01 -1.5047e+00 +2.5777e-01 +3.8491e-01 -1.3081e+00 +3.2357e-01
11 0 +1.990877650e+00 +4.277087765e+01 +4.277087765e+01 -1.5587e+00 +8.9096e-01 +8.3308e-01 -1.3098e+00 +7.5544e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.600000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.431357451e+01 +4.271357451e+01 +4.271357451e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +4.163060025e+01 +4.003060025e+01 +4.003060025e+01 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +3.816260621e+01 +3.656260621e+01 +3.656260621e+01 +1.7663e-01 -2.9846e-02 +4.7974e-02 -1.0167e-02 +2.8846e-02
9 0 +2.684701400e+01 +2.524701400e+01 +2.524701400e+01 +4.8226e-01 -1.4972e-01 +2.4066e-01 -5.1003e-02 +1.4470e-01
10 0 +1.317718004e+01 +1.157718004e+01 +1.157718004e+01 +1.0424e+00 -4.2604e-01 +6.8481e-01 -1.4513e-01 +4.1175e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.708400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.618478373e+01 -3.046552163e+02 -3.046552163e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +6.531754712e+01 -3.055224529e+02 -3.055224529e+02 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.256000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.577473827e+01 +2.321473827e+01 +2.321473827e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +5.563902112e+01 +2.307902112e+01 +2.307902112e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e-01
8 0 +5.384063067e+01 +2.128063067e+01 +2.128063067e+01 -5.2138e-02 -4.7333e-02 -7.0305e-02 -7.8470e-03 +1.0606e-01
9 0 +4.910805515e+01 +1.654805515e+01 +1.654805515e+01 -2.5057e-01 -2.2232e-01 -3.5734e-01 +9.7636e-03 +1.9152e-01
11 0 +4.615164136e+01 +1.359164136e+01 +1.359164136e+01 -3.4645e-01 -3.1604e-01 -2.8852e-01 -6.6155e-02 +1.2188e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.154000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.019037433e+01 +5.355903743e+02 +5.355903743e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +1.978933805e+01 +5.351893381e+02 +5.351893381e+02 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +1.859699920e+01 +5.339969992e+02 +5.339969992e+02 -6.4833e-02 +1.3085e-01 -5.4387e-02 +6.0632e-03 -4.3012e-02
9 0 +1.384938510e+01 +5.292493851e+02 +5.292493851e+02 -3.2883e-01 +2.3074e-01 -2.7585e-01 +3.0752e-02 -2.1815e-01
10 0 +1.069819063e+01 +5.260981906e+02 +5.260981906e+02 -1.3389e+00 +8.6643e-01 -1.1057e+00 +2.4389e-01 -8.5176e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.559800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.360150664e+01 +1.795815066e+02 +1.795815066e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +2.274373765e+01 +1.787237376e+02 +1.787237376e+02 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +2.072648605e+01 +1.767064861e+02 +1.767064861e+02 +4.2280e-02 -7.0175e-02 -2.3568e-02 +1.5178e-01 +7.1792e-03
9 0 +1.397846162e+01 +1.699584616e+02 +1.699584616e+02 +2.1711e-01 -3.6035e-01 -1.2102e-01 +3.3846e-01 +3.6866e-02
10 0 +8.999627069e+00 +1.649796271e+02 +1.649796271e+02 +9.6573e-01 -1.6029e+00 -5.3832e-01 +8.5367e-01 +1.6398e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.764600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.538632671e+01 -1.110736733e+02 -1.110736733e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +6.370107841e+01 -1.127589216e+02 -1.127589216e+02 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.195800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.806444122e+01 +1.676444412e+02 +1.676444412e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +4.268647448e+01 +1.622664745e+02 +1.622664745e+02 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +3.668141773e+01 +1.562614177e+02 +1.562614177e+02 +1.8610e-01 -1.1495e-02 -1.9692e-02 +8.1597e-03 +4.4727e-02
9 0 +2.211931721e+01 +1.416993172e+02 +1.416993172e+02 +5.2829e-01 -5.8306e-02 -9.9888e-02 +4.1390e-02 +2.2688e-01
10 0 +1.817215006e+01 +1.377521501e+02 +1.377521501e+02 +8.1892e-01 -1.2042e-01 -2.0629e-01 +8.5481e-02 +4.6856e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.460000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.279893530e+01 +7.739893530e+01 +7.739893530e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +6.227447302e+01 +7.687447302e+01 +7.687447302e+01 +0.0000e+00 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00
8 0 +5.931172707e+01 +7.391172707e+01 +7.391172707e+01 -9.1135e-03 -1.2485e-02 +4.2840e-02 +5.9723e-02 +1.6602e-01
9 0 +4.687234827e+01 +6.147234827e+01 +6.147234827e+01 -3.2369e-02 -4.4343e-02 +1.5215e-01 +2.1212e-01 +5.1712e-01
10 0 +4.117552528e+01 +5.577552528e+01 +5.577552528e+01 -9.6977e-02 -1.3285e-01 +4.5586e-01 +6.3552e-01 +2.0259e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.550000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.827432311e+01 +3.277432311e+01 +3.277432311e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +5.639102994e+01 +3.089102994e+01 +3.089102994e+01 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +5.362115051e+01 +2.812115051e+01 +2.812115051e+01 +1.7665e-01 +1.9987e-02 +3.9487e-02 +2.7207e-03 +4.6453e-02
9 0 +4.102597937e+01 +1.552597937e+01 +1.552597937e+01 +4.7216e-01 +1.1502e-01 +2.0350e-01 +3.6670e-02 +2.3511e-01
10 0 +2.829062107e+01 +2.790621069e+00 +2.790621069e+00 +8.3277e-01 +2.4808e-01 +4.1487e-01 +1.0040e-01 +4.7445e-01
11 0 +2.660969235e+01 +1.109692354e+00 +1.109692354e+00 +9.0614e-01 +2.7198e-01 +4.5579e-01 +1.0922e-01 +5.2145e-01
